result,win_method,pkmn_left,opp_pkmn_left,player_elo,opp_elo,turns,battle_id,date
0,00,0,3,1000,1000,30,1992428827,11_16_23
1,10,1,0,1000,1000,29,1992432873,11_16_23
0,00,0,1,1040,1000,39,1992436047,11_16_23
0,00,0,3,1022,1052,17,1992438976,11_16_23
